name,lat,lng,type,state,district
Bank of Punjab (currency exchange),32.2384547,76.3236898,bank,,
Indian Overseas Bank,10.2815576,77.6298589,bank,,
MDCC Bank,10.280174,77.630026,bank,,
Bank of Punjab,31.6231011,74.8797333,bank,,
ICICI Bank,12.949723,77.699799,bank,,
Cosmos Bank Pashan Branch,18.5373285,73.7935948,bank,,
IDBI Bank,18.5424407,73.7908082,bank,,
Union Bank of India,18.544249,73.7830649,bank,,
State Bank of India Pashan Branch,18.5436126,73.7866204,bank,,
Pala Urban Co-operative Bank Ltd.,9.6996833,76.7278283,bank,,
Canara Bank,17.2511516,80.1365681,bank,,
IDBI Bank,17.2497937,80.1426988,bank,,
Bank,17.4433747,78.3624211,bank,,
Axis Bank,17.43926,78.3640519,bank,,
ICICI Bank,17.4415987,78.3581561,bank,,
State Bank of India,30.3526621,78.0258142,bank,,
Union Bank of India,17.3934936,78.3193938,bank,,
029,22.927361,72.4466514,bank,,
City Union Bank,11.011236,76.9652365,bank,,
Dhanalaxmi Bank,17.4418144,78.4467705,bank,,
SBI administrative office-II,17.4418625,78.4952906,bank,,
Bank of India,15.3500429,76.1533098,bank,,
Axis Bank Office,15.349091,76.1657982,bank,,
PADB,30.3944548,74.0322627,bank,,
Bank,22.787163,86.1838691,bank,,
IDFC First Bank Whitefield,12.9750892,77.7509276,bank,,
HDFC Bank,10.0486571,76.3186286,bank,,
State Bank of India,12.992494,77.733014,bank,,
Bank of Baroda,18.5101644,73.8203842,bank,,
Indian Overseas Bank,17.4985684,78.5133821,bank,,
HDFC Bank,17.499389,78.5135039,bank,,
Bank of India,22.7966285,86.1844723,bank,,
ICICI Bank,22.7952042,86.1839037,bank,,
Karnataka Bank,12.916193,77.6053993,bank,,
State Bank of India,22.060105,78.9402557,bank,,
ICICI Bank,28.9957087,77.7151699,bank,,
ICICI Bank,28.9680314,77.7289007,bank,,
Central Bank of India,26.4664301,80.2901532,bank,,
Bank of Baroda,26.4664671,80.3136256,bank,,
Canara Bank,22.807645,86.1816929,bank,,
Punjab National Bank,28.6152525,77.2885716,bank,,
State Bank of India,28.6154439,77.2884671,bank,,
Bank of Maharashtra,18.4788316,73.8240413,bank,,
