name,lat,lng,type,state,district
Anganwadi,16.8460308,76.996765,preschool,,
Anganavadi,14.931127,76.5643411,preschool,,
Anganwadi,16.8389315,77.1309109,preschool,,
Anganwadi,16.8376607,77.1316689,preschool,,
Krishnapuram School,11.2422225,78.1212322,preschool,,
Periyur School,11.2345779,78.1214919,preschool,,
Jamati Montessri,12.9662697,77.6361076,preschool,,
Rainbow Playschool,12.9661911,77.636518,preschool,,
Baliram Patil School,19.8962463,75.3580028,preschool,,
Hajari Nurshing Home,19.8742646,75.3224426,preschool,,
Eurokids,12.9855216,80.2200277,preschool,,
Little Millenium,12.9680288,77.7488554,preschool,,
Anganwadi (156),16.5601701,76.9127108,preschool,,
Anganwadi,16.5530507,76.9302566,preschool,,
Anganwadi,16.5355173,76.9569371,preschool,,
Anganwadi,16.5372247,76.9555046,preschool,,
Anganwadi,16.5107308,76.9513313,preschool,,
Anganwadi,16.735856,76.740854,preschool,,
Anganwadi,16.737354,76.748312,preschool,,
Anganwadi,16.6003844,76.9167798,preschool,,
Anganwadi,16.578499,76.925838,preschool,,
Anganwadi,16.562421,76.959375,preschool,,
Anganwadi,16.5634573,76.9595521,preschool,,
Anganwadi,16.565029,76.955144,preschool,,
Anganwadi,16.5714041,76.993265,preschool,,
Anganwadi,16.5573564,77.0125708,preschool,,
Anganwadi,16.535008,77.041456,preschool,,
Anganwadi,16.5578957,77.0268031,preschool,,
Anganwadi,16.5331424,77.0205221,preschool,,
Anganwadi,16.5138989,77.0204154,preschool,,
New Horizon Vidya Mandir,12.9262377,77.6988568,preschool,,
Your kids r our kids,12.9296663,77.6009087,preschool,,
Anganvadi,9.7224738,76.5355618,preschool,,
Kinder World,22.5800138,88.3739903,preschool,,
Anganvaadi,9.7120085,76.6366811,preschool,,
Klay prep school and daycare,12.9553777,77.6418351,preschool,,
Maple Bear,12.9648261,77.6382967,preschool,,
cheruvu,19.4765823,79.584403,preschool,,
Preschool,17.5584317,78.4635403,preschool,,
Anganwadi,32.1941468,76.3640517,preschool,,
Shubodhaya Children Care Centre,13.0181725,77.5645445,preschool,,
Eurokids PreSchool,13.0114286,76.105808,preschool,,
Kidzee,15.3978572,74.000444,preschool,,
Golden Bead Montessory School,12.9704001,77.6171095,preschool,,
Balavadi Laha Division,9.3683046,76.9027067,preschool,,
Ranni-Perunadu High School,9.3651764,76.8595123,preschool,,
Bethway St. Mary's Girls HSS,9.3629558,76.8652173,preschool,,
TT Thomas Memmorial Higher Secondary School,9.3394997,76.8287,preschool,,
Govt L P School Vadasserikkara,9.339339,76.8283027,preschool,,
GOvt Welfare LP School Kuzhimavu,9.4598353,76.9577147,preschool,,
St Mary's English Medium School Angel Valley,9.4276031,76.9546752,preschool,,
Christraj LP School Manipuzha,9.4568357,76.8583091,preschool,,
Govt Tribal LP School Bhandaramadom,9.5051243,76.8865677,preschool,,
Sree Narayana Public School,9.5288817,76.8856746,preschool,,
Govt Tribal LP School Thumarampara,9.4694802,76.8840155,preschool,,
St Mary's Convent School,9.4572389,76.883989,preschool,,
